Student_ID,Student_Name,Class,Board,Target_Exam,Medium,Admission_Date,Study_Mode
STU0640,Zaid Goswami,Class 9,ICSE,Foundation,Hindi,2026-04-04,Offline
STU0641,Oscar Chawla,Class 11,CBSE,NEET,English,2024-11-09,Hybrid
STU0642,Omisha Edwin,Class 9,CBSE,NEET,Hindi,2025-11-18,Online
STU0643,Zarna Vasa,Class 10,State Board,JEE,Hindi,2024-10-23,Online
STU0644,Aarush Varma,Class 10,ICSE,Foundation,Tamil,2024-09-28,Offline
STU0645,Saumya Sarna,Class 10,ICSE,Foundation,English,2025-08-06,Online
STU0646,Mahika Rastogi,Class 12,ICSE,JEE,Hindi,2025-03-05,Hybrid
STU0647,Shivani Kuruvilla,Class 10,ICSE,Foundation,Tamil,2024-09-15,Offline
STU0648,Chakradev Loke,Class 9,State Board,JEE,English,2024-11-17,Offline
STU0649,Harish Dugar,Class 9,State Board,JEE,Hindi,2025-07-09,Online
STU0650,Faraj Manne,Class 11,ICSE,JEE,Tamil,2025-08-04,Online
STU0651,Vansha Loke,Class 11,State Board,NEET,Hindi,2026-02-02,Hybrid
STU0652,Adweta Comar,Class 11,State Board,NEET,Hindi,2024-10-10,Offline
STU0653,Luke Walla,Class 9,ICSE,NEET,Tamil,2025-08-11,Hybrid
STU0654,Yutika Nayar,Class 10,State Board,Foundation,Tamil,2025-02-07,Hybrid
STU0655,Jairaj Kumar,Class 9,State Board,JEE,Tamil,2025-11-29,Online
STU0656,Elijah Srinivasan,Class 10,ICSE,JEE,English,2024-09-11,Offline
STU0657,David Balakrishnan,Class 10,State Board,NEET,Tamil,2025-07-10,Hybrid
STU0658,Eta Thaker,Class 10,State Board,NEET,Tamil,2026-04-28,Online
STU0659,Riya Doshi,Class 12,State Board,Foundation,Hindi,2025-09-10,Hybrid
STU0660,Lakshit Bahri,Class 10,State Board,JEE,Tamil,2026-02-09,Offline
STU0661,Anita Palan,Class 10,CBSE,NEET,Tamil,2026-04-24,Hybrid
STU0662,Janya Buch,Class 9,ICSE,JEE,Tamil,2026-06-11,Online
STU0663,Zehaan Rajan,Class 10,ICSE,Foundation,Hindi,2025-09-13,Hybrid
STU0664,Dayamai Kalla,Class 12,ICSE,Foundation,Tamil,2026-01-08,Offline
STU0665,Joshua Borra,Class 12,ICSE,JEE,English,2024-12-27,Hybrid
STU0666,Ansh Pingle,Class 9,CBSE,NEET,English,2025-10-11,Offline
STU0667,Ekiya Bora,Class 10,State Board,NEET,English,2025-08-27,Offline
STU0668,Deepa Parekh,Class 12,State Board,Foundation,English,2025-03-04,Hybrid
STU0669,Aadhya Chopra,Class 9,ICSE,Foundation,Tamil,2024-11-24,Hybrid
STU0670,Wakeeta Wali,Class 9,State Board,NEET,Hindi,2024-08-11,Online
STU0671,Nidhi Randhawa,Class 12,CBSE,Foundation,Hindi,2025-08-22,Online
STU0672,Tanvi Dada,Class 11,CBSE,NEET,Tamil,2026-05-12,Offline
STU0673,Lohit Chaudhuri,Class 9,ICSE,JEE,English,2024-09-03,Online
STU0674,Advay Pal,Class 11,State Board,Foundation,Hindi,2026-02-12,Offline
STU0675,Waida Pradhan,Class 10,State Board,JEE,English,2026-03-23,Online
STU0676,Vrinda Kalita,Class 9,State Board,NEET,Hindi,2025-12-30,Offline
STU0677,Gabriel Bhakta,Class 10,ICSE,Foundation,Tamil,2025-01-26,Offline
STU0678,Charita Badami,Class 11,State Board,Foundation,English,2025-03-03,Online
STU0679,Devika Vala,Class 12,CBSE,NEET,Hindi,2025-08-13,Online
STU0680,Charvi Palan,Class 10,CBSE,JEE,Hindi,2025-10-27,Offline
STU0681,Aashi Bedi,Class 10,State Board,NEET,Tamil,2026-04-12,Online
STU0682,Fariq Golla,Class 11,State Board,NEET,Tamil,2024-10-18,Offline
STU0683,Mahika Nigam,Class 9,State Board,JEE,Tamil,2026-03-06,Hybrid
STU0684,Triveni Bail,Class 11,State Board,NEET,Tamil,2025-08-01,Offline
STU0685,Avni Hegde,Class 11,State Board,JEE,Hindi,2024-11-03,Online
STU0686,Hardik Peri,Class 12,State Board,Foundation,Hindi,2025-10-12,Offline
STU0687,Ekapad Desai,Class 9,State Board,NEET,English,2024-09-21,Offline
STU0688,Pallavi Gupta,Class 10,ICSE,NEET,Tamil,2025-01-29,Offline
STU0689,Aryan Dora,Class 11,State Board,Foundation,English,2025-08-13,Hybrid
STU0690,Ikbal Seth,Class 12,ICSE,Foundation,English,2024-09-05,Online
STU0691,Vansha Chadha,Class 9,State Board,NEET,English,2026-05-19,Online
STU0692,Ishaan Barman,Class 10,ICSE,NEET,English,2025-11-23,Offline
STU0693,Balendra Dash,Class 10,State Board,JEE,Hindi,2025-09-06,Offline
STU0694,Krishna Bakshi,Class 10,ICSE,JEE,Hindi,2025-04-18,Offline
STU0695,Vyanjana Pandey,Class 11,CBSE,NEET,Hindi,2025-07-25,Hybrid
STU0696,Imaran Pandey,Class 10,CBSE,NEET,Hindi,2025-05-14,Offline
STU0697,Dhruv Tak,Class 10,ICSE,Foundation,English,2025-05-24,Hybrid
STU0698,Samuel Vyas,Class 9,CBSE,JEE,Tamil,2024-08-29,Online
STU0699,Yagnesh Tripathi,Class 10,State Board,JEE,Hindi,2026-05-25,Hybrid
STU0700,Warjas Banerjee,Class 12,CBSE,JEE,Hindi,2026-07-04,Offline
STU0701,Chandran Prashad,Class 9,ICSE,Foundation,English,2024-10-30,Offline
STU0702,Udarsh Dhaliwal,Class 9,CBSE,NEET,English,2026-05-19,Hybrid
STU0703,Omya Menon,Class 9,CBSE,NEET,Tamil,2025-02-27,Offline
STU0704,Mugdha Shukla,Class 10,ICSE,JEE,Hindi,2026-07-09,Hybrid
STU0705,Wriddhish Rao,Class 10,CBSE,Foundation,Hindi,2025-10-31,Online
STU0706,Nikita Gulati,Class 10,ICSE,NEET,Hindi,2026-03-28,Online
STU0707,Ayushman Edwin,Class 10,ICSE,Foundation,Hindi,2025-12-16,Offline
STU0708,Dhruv Varghese,Class 10,CBSE,JEE,English,2026-04-19,Online
STU0709,Harsh Goda,Class 12,ICSE,NEET,Tamil,2026-04-08,Online
STU0710,Ubika Sangha,Class 10,ICSE,Foundation,English,2025-06-15,Online
STU0711,Vaishnavi Patel,Class 11,State Board,JEE,Hindi,2025-08-31,Offline
STU0712,Shivansh Ray,Class 10,State Board,Foundation,Hindi,2024-12-05,Online
STU0713,Vivaan Taneja,Class 12,ICSE,Foundation,English,2024-10-23,Online
STU0714,Frederick Saha,Class 12,ICSE,JEE,English,2025-02-24,Offline
STU0715,Mahika Hayre,Class 9,State Board,JEE,Tamil,2025-07-17,Offline
STU0716,Faris Gupta,Class 10,ICSE,Foundation,Tamil,2026-01-28,Offline
STU0717,Anita Konda,Class 10,ICSE,JEE,English,2026-03-09,Hybrid
STU0718,Damyanti Talwar,Class 9,CBSE,NEET,English,2025-05-06,Online
STU0719,Meera Raman,Class 9,ICSE,Foundation,Tamil,2025-07-12,Hybrid
STU0720,Aryan Yogi,Class 12,ICSE,Foundation,Tamil,2025-07-07,Online
STU0721,Abhiram Peri,Class 10,ICSE,JEE,Tamil,2025-01-14,Online
STU0722,David Narayanan,Class 10,CBSE,Foundation,Tamil,2024-11-19,Offline
STU0723,Reva Bhagat,Class 9,ICSE,Foundation,Tamil,2025-09-03,Hybrid
STU0724,Laksh Merchant,Class 10,CBSE,JEE,English,2026-03-29,Offline
STU0725,Vinaya Thaman,Class 9,ICSE,Foundation,Hindi,2026-03-06,Online
STU0726,Sai Biswas,Class 11,State Board,Foundation,Hindi,2024-07-29,Hybrid
STU0727,Akshay Kothari,Class 10,CBSE,JEE,Hindi,2026-05-07,Online
STU0728,Ucchal Varkey,Class 9,CBSE,NEET,Tamil,2026-01-10,Hybrid
STU0729,Maanas Banerjee,Class 11,CBSE,NEET,English,2025-04-14,Hybrid
STU0730,Falak Sharaf,Class 11,State Board,JEE,English,2024-10-09,Offline
STU0731,Amaira Din,Class 12,ICSE,Foundation,English,2026-01-10,Offline
STU0732,Qushi Tailor,Class 9,ICSE,NEET,Hindi,2025-12-10,Offline
STU0733,Vaishnavi Jain,Class 9,ICSE,Foundation,English,2025-01-20,Offline
STU0734,Tejas Suri,Class 10,ICSE,JEE,Hindi,2025-05-11,Hybrid
STU0735,Umang Contractor,Class 9,CBSE,Foundation,Hindi,2026-01-04,Online
STU0736,Lopa Guha,Class 9,CBSE,JEE,English,2025-02-14,Offline
STU0737,Gaurav Jayaraman,Class 11,ICSE,JEE,English,2024-10-20,Online
STU0738,Abhimanyu Borra,Class 12,CBSE,NEET,English,2026-06-07,Offline
STU0739,Falguni Khalsa,Class 11,ICSE,JEE,Hindi,2024-07-24,Offline
STU0740,Nirja Behl,Class 9,State Board,Foundation,English,2024-10-23,Online
STU0741,Arjun Goswami,Class 10,State Board,JEE,Tamil,2024-07-25,Online
STU0742,Tristan Badami,Class 12,ICSE,NEET,Tamil,2026-01-16,Online
STU0743,Ekani Vaidya,Class 12,CBSE,NEET,English,2026-03-18,Offline
STU0744,Ishwar Gaba,Class 11,State Board,Foundation,English,2026-04-07,Offline
STU0745,Yashoda Manda,Class 11,State Board,NEET,English,2025-07-06,Hybrid
STU0746,William Dugar,Class 10,CBSE,JEE,Tamil,2026-07-10,Online
STU0747,Samar Kant,Class 10,State Board,NEET,Hindi,2026-02-09,Hybrid
STU0748,Quincy Sheth,Class 9,ICSE,JEE,Hindi,2024-09-15,Offline
STU0749,Thomas Bajwa,Class 11,CBSE,JEE,Hindi,2026-06-29,Online
STU0750,Chandani Bhagat,Class 12,ICSE,JEE,English,2025-08-21,Hybrid
STU0751,Aashi Batta,Class 11,CBSE,JEE,English,2025-10-08,Hybrid
STU0752,Kamya Bains,Class 12,State Board,NEET,Tamil,2026-05-03,Hybrid
STU0753,Ekaja Gala,Class 9,State Board,JEE,Hindi,2025-07-18,Online
STU0754,Tara Varma,Class 12,CBSE,Foundation,Hindi,2026-04-08,Online
STU0755,Yashasvi Sidhu,Class 12,State Board,JEE,English,2025-03-21,Offline
STU0756,Omaja Suri,Class 11,ICSE,NEET,Hindi,2026-07-02,Hybrid
STU0757,Atharv Wason,Class 11,ICSE,NEET,Tamil,2024-08-06,Online
STU0758,Vihaan Master,Class 9,CBSE,JEE,Hindi,2025-08-06,Online
STU0759,Jagdish Comar,Class 10,CBSE,JEE,Tamil,2025-02-02,Offline
STU0760,Ayushman Shankar,Class 11,ICSE,JEE,Hindi,2025-11-25,Offline
STU0761,Adya Deep,Class 10,ICSE,NEET,Tamil,2025-10-18,Offline
STU0762,Dayita Mohanty,Class 9,CBSE,JEE,Hindi,2025-09-01,Offline
STU0763,Bakhshi Nadig,Class 9,CBSE,NEET,English,2025-05-31,Online
STU0764,Onkar Bakshi,Class 10,ICSE,NEET,Hindi,2025-10-28,Online
STU0765,Chatresh Mall,Class 11,ICSE,JEE,English,2024-11-20,Offline
STU0766,Naksh Sharaf,Class 12,State Board,Foundation,Hindi,2025-09-23,Online
STU0767,Megha Nayar,Class 9,ICSE,JEE,English,2026-03-16,Online
STU0768,Ubika Bawa,Class 9,CBSE,JEE,English,2026-06-02,Online
STU0769,Hritik Ray,Class 12,ICSE,Foundation,Hindi,2025-06-22,Hybrid
STU0770,Kashvi Tella,Class 9,State Board,Foundation,Tamil,2026-02-15,Online
STU0771,Arya Prabhakar,Class 9,CBSE,JEE,Hindi,2025-10-31,Offline
STU0772,Advik Naik,Class 10,CBSE,NEET,English,2025-02-17,Online
STU0773,Vasana Hegde,Class 12,CBSE,JEE,Hindi,2025-01-29,Offline
STU0774,Azaan Chopra,Class 12,ICSE,JEE,Tamil,2025-03-06,Hybrid
STU0775,Yadavi Amble,Class 12,CBSE,NEET,English,2024-12-28,Online
STU0776,Amrita Pandit,Class 11,ICSE,NEET,English,2025-03-28,Online
STU0777,Udarsh Manda,Class 10,State Board,NEET,Tamil,2024-11-12,Offline
STU0778,Maya Sodhi,Class 12,CBSE,JEE,Tamil,2025-03-17,Offline
STU0779,Libni Mitra,Class 10,ICSE,JEE,Hindi,2024-10-22,Hybrid
STU0780,Vedant Sachdev,Class 10,State Board,Foundation,English,2025-02-09,Offline
STU0781,Bishakha Sandal,Class 11,ICSE,Foundation,Tamil,2024-08-14,Offline
STU0782,Chaaya Chaudhuri,Class 11,ICSE,NEET,English,2025-11-16,Online
STU0783,Chameli Rout,Class 11,State Board,JEE,English,2026-02-20,Offline
STU0784,Onveer Bhakta,Class 9,ICSE,Foundation,Tamil,2026-04-25,Hybrid
STU0785,Yug Kannan,Class 10,CBSE,JEE,English,2025-01-31,Hybrid
STU0786,Chakradev Loyal,Class 10,ICSE,Foundation,Hindi,2024-10-27,Online
STU0787,Deepa Setty,Class 10,State Board,NEET,Tamil,2026-05-09,Online
STU0788,Isaac Vig,Class 10,CBSE,Foundation,Tamil,2025-06-03,Hybrid
STU0789,Yashoda Chada,Class 11,State Board,JEE,Hindi,2024-09-17,Hybrid
STU0790,Vedhika Mann,Class 11,State Board,Foundation,English,2025-07-31,Hybrid
STU0791,Yasti Aggarwal,Class 10,ICSE,Foundation,Tamil,2026-07-21,Online
STU0792,Rushil Kamdar,Class 12,CBSE,JEE,English,2024-12-14,Online
STU0793,Zansi Gandhi,Class 10,CBSE,Foundation,Tamil,2024-09-09,Online
STU0794,Tejas Chand,Class 11,State Board,JEE,English,2026-01-11,Offline
STU0795,Ansh Bhagat,Class 10,ICSE,JEE,English,2026-04-08,Online
STU0796,Kashish Pai,Class 10,CBSE,Foundation,Tamil,2026-01-21,Online
STU0797,Manthan Jha,Class 11,State Board,Foundation,Tamil,2025-07-20,Hybrid
STU0798,Ladli Anand,Class 9,ICSE,NEET,Tamil,2026-01-23,Online
STU0799,Elijah Raj,Class 10,State Board,NEET,Hindi,2026-05-31,Offline
STU0800,Rushil Parsa,Class 11,CBSE,Foundation,Hindi,2026-02-11,Hybrid
STU0801,Faris Palla,Class 11,CBSE,Foundation,Hindi,2025-09-08,Online
STU0802,Neelima Hegde,Class 12,ICSE,Foundation,Hindi,2026-07-10,Offline
STU0803,Samuel Iyer,Class 10,CBSE,Foundation,English,2025-06-20,Hybrid
STU0804,Manthan Madan,Class 12,State Board,JEE,English,2025-10-22,Hybrid
STU0805,Jhalak Jhaveri,Class 11,State Board,JEE,Hindi,2025-05-08,Hybrid
STU0806,Bina Khatri,Class 9,ICSE,JEE,Tamil,2025-12-22,Hybrid
STU0807,Bimala Ghosh,Class 9,CBSE,NEET,Tamil,2026-07-07,Online
STU0808,Nimrat Chander,Class 9,State Board,Foundation,Hindi,2026-07-12,Hybrid
STU0809,Krishna Dara,Class 11,ICSE,JEE,Tamil,2025-07-12,Online
STU0810,Omisha Nagarajan,Class 10,State Board,JEE,Tamil,2025-07-02,Offline
STU0811,Chanakya Contractor,Class 9,State Board,JEE,English,2026-03-25,Offline
STU0812,Nitara Thakur,Class 12,State Board,NEET,English,2025-01-10,Offline
STU0813,Christopher Vyas,Class 12,ICSE,NEET,Hindi,2026-07-14,Offline
STU0814,Simon Tandon,Class 9,ICSE,Foundation,Hindi,2026-01-07,Hybrid
STU0815,Amol Nadig,Class 10,CBSE,NEET,English,2025-02-17,Online
STU0816,Manthan Boase,Class 11,CBSE,NEET,Tamil,2025-06-07,Online
STU0817,Manan Bhavsar,Class 9,ICSE,JEE,Tamil,2025-05-11,Online
STU0818,Anamika Desai,Class 9,State Board,JEE,Tamil,2025-10-06,Hybrid
STU0819,Samarth Sibal,Class 12,State Board,JEE,Tamil,2024-12-23,Hybrid
STU0820,Guneet Bhalla,Class 10,State Board,NEET,English,2026-01-22,Online
STU0821,Unni Kala,Class 9,ICSE,JEE,English,2025-03-18,Offline
STU0822,Andrew Bahri,Class 11,State Board,NEET,Tamil,2026-02-01,Online
STU0823,Eta Trivedi,Class 9,CBSE,NEET,Hindi,2026-03-12,Hybrid
STU0824,Utkarsh Lalla,Class 12,CBSE,JEE,Tamil,2024-12-24,Online
STU0825,Januja Raju,Class 12,CBSE,NEET,Hindi,2025-08-16,Hybrid
STU0826,Upma Cheema,Class 12,CBSE,JEE,English,2025-05-24,Online
STU0827,Yochana Chawla,Class 10,State Board,NEET,English,2024-09-30,Offline
STU0828,Urvi Jhaveri,Class 9,ICSE,NEET,Tamil,2024-08-11,Offline
STU0829,Mugdha Saran,Class 11,CBSE,Foundation,Hindi,2025-04-20,Offline
STU0830,Geetika Misra,Class 10,ICSE,NEET,Tamil,2025-12-19,Online
STU0831,Dhriti Desai,Class 12,CBSE,NEET,Tamil,2025-08-28,Offline
STU0832,Arjun Nazareth,Class 11,CBSE,NEET,Hindi,2026-05-05,Online
STU0833,Jonathan Dayal,Class 10,State Board,Foundation,English,2025-09-13,Online
STU0834,Ranveer Balasubramanian,Class 11,State Board,NEET,Hindi,2025-03-09,Online
STU0835,Yuvraj Dixit,Class 9,ICSE,Foundation,Tamil,2026-06-25,Hybrid
STU0836,Advaith Lad,Class 12,State Board,JEE,Tamil,2024-10-09,Offline
STU0837,Yamini Kapoor,Class 9,ICSE,Foundation,English,2024-08-19,Hybrid
STU0838,Jagvi Hari,Class 10,CBSE,NEET,English,2026-05-06,Online
STU0839,Nitesh Balay,Class 10,CBSE,JEE,English,2025-08-21,Offline
STU0840,Brinda Sanghvi,Class 9,State Board,NEET,English,2025-08-03,Hybrid
STU0841,Jai Hans,Class 10,State Board,NEET,Tamil,2025-08-02,Hybrid
STU0842,Laban Saran,Class 9,CBSE,NEET,Hindi,2025-06-09,Offline
STU0843,Yatan Jaggi,Class 11,ICSE,Foundation,Tamil,2024-12-22,Online
STU0844,Edhitha Ram,Class 12,CBSE,NEET,English,2025-08-28,Online
STU0845,Urishilla Vaidya,Class 9,CBSE,Foundation,English,2025-10-18,Offline
STU0846,Geetika Andra,Class 11,ICSE,NEET,Tamil,2026-03-19,Hybrid
STU0847,Triya Shah,Class 12,State Board,Foundation,Tamil,2026-06-05,Online
STU0848,Rishi Sama,Class 10,ICSE,NEET,English,2025-07-07,Hybrid
STU0849,Lekha Mody,Class 12,CBSE,NEET,Tamil,2025-08-07,Hybrid
STU0850,Kevin Dhar,Class 10,CBSE,Foundation,Tamil,2025-12-10,Offline
STU0851,Gaurangi Acharya,Class 11,CBSE,NEET,Tamil,2025-10-04,Offline
STU0852,Wyatt Sha,Class 11,ICSE,Foundation,Hindi,2025-05-05,Online
STU0853,Max Tak,Class 10,CBSE,NEET,Hindi,2025-10-24,Offline
STU0854,Pooja Bhalla,Class 11,ICSE,Foundation,Tamil,2025-11-12,Hybrid
STU0855,Hemang Rajan,Class 9,CBSE,NEET,English,2024-12-20,Offline
STU0856,Niharika Kurian,Class 12,State Board,NEET,English,2025-06-24,Hybrid
STU0857,Chanchal Char,Class 10,CBSE,NEET,Hindi,2024-08-01,Hybrid
STU0858,Utkarsh Ramesh,Class 12,CBSE,Foundation,Hindi,2025-04-24,Online
STU0859,Rachit Ghose,Class 10,CBSE,JEE,English,2024-10-15,Online
STU0860,Chaitaly Agate,Class 9,ICSE,JEE,Tamil,2025-12-27,Hybrid
STU0861,Oviya Dhillon,Class 10,ICSE,NEET,Tamil,2024-10-02,Hybrid
STU0862,Chakradev Das,Class 12,State Board,JEE,Hindi,2024-09-02,Online
STU0863,Zashil Bakshi,Class 10,ICSE,NEET,Hindi,2025-07-18,Offline
STU0864,Leena Malhotra,Class 10,ICSE,Foundation,Hindi,2025-03-06,Offline
STU0865,Onkar Gandhi,Class 11,CBSE,NEET,Hindi,2025-08-16,Hybrid
STU0866,Edhitha Jha,Class 9,ICSE,JEE,Tamil,2025-02-25,Online
STU0867,Diya Dhillon,Class 10,State Board,JEE,English,2025-11-29,Hybrid
STU0868,Urvashi Vasa,Class 10,State Board,JEE,Tamil,2025-09-29,Hybrid
STU0869,Samar Nazareth,Class 12,State Board,JEE,Hindi,2025-10-29,Online
STU0870,Nitesh Yohannan,Class 12,CBSE,Foundation,English,2025-07-29,Hybrid
STU0871,Ishaan Chahal,Class 9,CBSE,NEET,Hindi,2025-07-19,Offline
STU0872,Gayathri Kala,Class 11,ICSE,NEET,Tamil,2025-06-29,Offline
STU0873,Theodore Bakshi,Class 11,CBSE,NEET,Tamil,2024-10-08,Hybrid
STU0874,Samarth Solanki,Class 12,State Board,JEE,English,2025-05-19,Hybrid
STU0875,Gabriel Chaudhary,Class 11,State Board,Foundation,Hindi,2026-03-04,Hybrid
STU0876,Abeer Andra,Class 11,ICSE,Foundation,English,2025-07-21,Offline
STU0877,Samar Deo,Class 9,ICSE,NEET,Hindi,2025-09-01,Offline
STU0878,Yachana Ravi,Class 11,ICSE,Foundation,Hindi,2024-10-26,Hybrid
STU0879,Balendra Balasubramanian,Class 11,CBSE,JEE,Hindi,2026-01-29,Online
STU0880,Nitara Peri,Class 9,State Board,NEET,Hindi,2026-04-23,Offline
STU0881,Arjun Johal,Class 10,State Board,JEE,Hindi,2025-12-18,Offline
STU0882,Anusha Edwin,Class 11,ICSE,NEET,Tamil,2026-07-17,Offline
STU0883,Anthony Chandra,Class 9,State Board,Foundation,Hindi,2025-02-16,Online
STU0884,Alexander Mitra,Class 11,State Board,Foundation,English,2025-10-19,Hybrid
STU0885,Faras Narang,Class 12,State Board,NEET,Hindi,2025-05-06,Offline
STU0886,Chatura Deshmukh,Class 10,State Board,Foundation,English,2026-01-07,Offline
STU0887,Harini Soman,Class 9,ICSE,JEE,Hindi,2025-02-08,Offline
STU0888,Shivani Yadav,Class 10,State Board,NEET,Hindi,2025-10-02,Online
STU0889,Patrick Kota,Class 10,ICSE,JEE,Hindi,2025-07-12,Offline
STU0890,Jalsa Warrior,Class 12,ICSE,NEET,Tamil,2026-02-17,Hybrid
STU0891,Isaac Varty,Class 11,ICSE,JEE,Tamil,2025-03-25,Online
STU0892,Aradhana Rajagopalan,Class 9,ICSE,JEE,Hindi,2024-10-16,Online
STU0893,Ekansh Sandhu,Class 12,State Board,NEET,Tamil,2026-02-07,Online
STU0894,Aadhya Dey,Class 10,CBSE,JEE,Tamil,2026-06-06,Offline
STU0895,Harish Menon,Class 12,CBSE,NEET,Hindi,2024-08-14,Online
STU0896,Vrishti Venkatesh,Class 9,ICSE,NEET,Hindi,2025-10-10,Online
STU0897,Chaman Dugar,Class 11,State Board,JEE,English,2025-04-10,Offline
STU0898,Pavani Dass,Class 11,CBSE,JEE,Hindi,2025-09-29,Online
STU0899,Yashodhara Nazareth,Class 12,CBSE,JEE,Hindi,2026-02-11,Offline
STU0900,Upkaar Lanka,Class 12,ICSE,NEET,Tamil,2026-06-16,Offline
STU0901,Charvi Sarma,Class 9,CBSE,Foundation,English,2025-12-19,Hybrid
STU0902,Darsh Bhagat,Class 11,CBSE,NEET,Hindi,2026-04-18,Online
STU0903,Saumya Mani,Class 9,State Board,JEE,Hindi,2024-09-01,Hybrid
STU0904,Wridesh Arora,Class 10,CBSE,Foundation,Tamil,2025-07-08,Offline
STU0905,Anthony Dhar,Class 10,CBSE,NEET,Hindi,2024-08-13,Hybrid
STU0906,Noah Apte,Class 11,CBSE,JEE,English,2024-07-24,Offline
STU0907,Anusha Munshi,Class 11,ICSE,Foundation,Hindi,2025-04-21,Hybrid
STU0908,Robert Gokhale,Class 11,ICSE,Foundation,English,2026-04-02,Offline
STU0909,Turvi Kuruvilla,Class 12,ICSE,JEE,English,2026-02-17,Offline
STU0910,Owen Krishna,Class 9,CBSE,JEE,Hindi,2026-06-22,Online
STU0911,Adweta Madan,Class 10,State Board,JEE,Hindi,2024-10-26,Hybrid
STU0912,Christopher Luthra,Class 10,CBSE,NEET,Hindi,2025-10-31,Hybrid
STU0913,Gaurav Prakash,Class 9,ICSE,Foundation,Tamil,2024-09-29,Hybrid
STU0914,Krisha Nori,Class 9,State Board,JEE,Hindi,2026-05-01,Online
STU0915,Lakshit Pillai,Class 9,CBSE,Foundation,English,2026-03-27,Offline
STU0916,Chakradev Deol,Class 12,ICSE,JEE,Hindi,2025-03-18,Offline
STU0917,Irya Mital,Class 12,State Board,JEE,English,2025-11-23,Hybrid
STU0918,Ishaan Handa,Class 9,ICSE,NEET,Hindi,2025-01-10,Online
STU0919,Yauvani Prabhakar,Class 11,State Board,Foundation,Hindi,2025-10-15,Online
STU0920,Gaurika Devi,Class 12,CBSE,Foundation,Hindi,2025-10-21,Hybrid
STU0921,Dakshesh Lad,Class 9,ICSE,JEE,English,2025-10-29,Offline
STU0922,Manbir Korpal,Class 10,State Board,JEE,Tamil,2024-11-14,Hybrid
STU0923,Nilima Badami,Class 10,ICSE,Foundation,Tamil,2024-12-15,Offline
STU0924,Pavani Sachdev,Class 10,CBSE,Foundation,Tamil,2024-08-15,Online
STU0925,Yatan Thakur,Class 12,ICSE,JEE,English,2025-08-21,Online
STU0926,Ekansh Vaidya,Class 9,CBSE,Foundation,Hindi,2024-12-29,Offline
STU0927,Lila Bhatnagar,Class 10,CBSE,Foundation,English,2025-02-27,Hybrid
STU0928,Madhavi Viswanathan,Class 9,ICSE,Foundation,English,2025-07-02,Offline
STU0929,Bakhshi Choudhry,Class 11,ICSE,NEET,English,2024-08-15,Online
STU0930,Upasna Kurian,Class 10,CBSE,NEET,Tamil,2025-12-14,Hybrid
STU0931,Yauvani Wali,Class 11,ICSE,Foundation,English,2025-07-08,Online
STU0932,Pahal Ramesh,Class 9,CBSE,JEE,Hindi,2026-06-19,Hybrid
STU0933,Charita Dara,Class 10,ICSE,NEET,Tamil,2025-09-17,Hybrid
STU0934,Bhanumati Trivedi,Class 11,State Board,JEE,Tamil,2025-11-08,Offline
STU0935,Bachittar Keer,Class 10,CBSE,NEET,Tamil,2026-04-17,Offline
STU0936,Kabir Sabharwal,Class 11,ICSE,Foundation,Tamil,2025-12-16,Offline
STU0937,Falan Chacko,Class 10,CBSE,JEE,Hindi,2025-03-15,Hybrid
STU0938,Vidhi Sampath,Class 9,CBSE,JEE,Tamil,2025-01-23,Hybrid
STU0939,Christopher Nath,Class 12,State Board,Foundation,Tamil,2024-07-27,Online
STU0940,Andrew Ben,Class 12,ICSE,Foundation,English,2025-02-11,Hybrid
STU0941,Ikshita Pandya,Class 10,ICSE,NEET,English,2025-05-11,Offline
STU0942,Fariq D’Alia,Class 12,CBSE,JEE,Tamil,2026-07-16,Hybrid
STU0943,Anay Nagy,Class 11,CBSE,Foundation,Hindi,2025-05-02,Hybrid
STU0944,Veer Shetty,Class 10,State Board,NEET,Hindi,2025-08-23,Hybrid
STU0945,Eiravati Dhillon,Class 9,ICSE,Foundation,Hindi,2024-12-02,Online
STU0946,Siya Chaudry,Class 12,ICSE,Foundation,Hindi,2025-05-09,Hybrid
STU0947,Bishakha Barad,Class 12,CBSE,Foundation,Hindi,2025-09-27,Online
STU0948,Chandani Ram,Class 9,State Board,JEE,Hindi,2025-01-19,Offline
STU0949,Yash Kapoor,Class 12,CBSE,JEE,Tamil,2025-11-15,Offline
STU0950,Kiaan Vig,Class 10,ICSE,NEET,English,2025-01-06,Hybrid
STU0951,Ayush Bansal,Class 10,State Board,Foundation,Tamil,2025-11-09,Offline
STU0952,Brinda Sheth,Class 10,CBSE,NEET,Tamil,2026-01-24,Hybrid
STU0953,Falguni Manne,Class 12,CBSE,NEET,Tamil,2025-04-24,Offline
STU0954,Hemani Sibal,Class 9,ICSE,Foundation,Hindi,2024-12-09,Online
STU0955,Nitesh Parmer,Class 9,ICSE,NEET,English,2025-10-29,Hybrid
STU0956,Gayathri Bumb,Class 9,CBSE,Foundation,Hindi,2025-07-26,Hybrid
STU0957,Max Aurora,Class 11,State Board,Foundation,English,2026-07-04,Hybrid
STU0958,Teerth Dash,Class 12,ICSE,NEET,English,2025-10-30,Online
STU0959,Mitesh Deol,Class 12,ICSE,Foundation,Hindi,2025-12-28,Hybrid
